"","Station","Year","Area","Species","Latitude","Longitude","CPUE","SST_cvW","SST_cvW5","SST_cvW4","SST_cvW3","SST_cvW2","SST_cvW1"
"2135",63,2008,"Western Gulf of Alaska","Pacific cod",52.965,-168.135,0.101,0.299653054326448,0.139184799912002,0.285490955491581,0.134107445971342,0.213927339937143,0.329044178616109
"2136",63,2009,"Western Gulf of Alaska","Pacific cod",52.965,-168.135,0.677,0.295042967471184,0.285490955491581,0.134107445971342,0.213927339937143,0.329044178616109,0.299653054326448
"2137",63,2010,"Western Gulf of Alaska","Pacific cod",52.965,-168.135,0.903,0.168742984514822,0.134107445971342,0.213927339937143,0.329044178616109,0.299653054326448,0.295042967471184
"2138",63,2011,"Western Gulf of Alaska","Pacific cod",52.965,-168.135,0.468,0.240929523393995,0.213927339937143,0.329044178616109,0.299653054326448,0.295042967471184,0.168742984514822
"2139",63,2012,"Western Gulf of Alaska","Pacific cod",52.965,-168.135,0.628,0.412081824159839,0.329044178616109,0.299653054326448,0.295042967471184,0.168742984514822,0.240929523393995
"2142",64,1990,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,1.212,0.234011682693673,0.250803768394507,0.245333101474205,0.205658875807521,0.220501597892658,0.30540671366571
"2143",64,1991,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.645,0.240866604228161,0.245333101474205,0.205658875807521,0.220501597892658,0.30540671366571,0.234011682693673
"2144",64,1992,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,2.661,0.250803768394507,0.205658875807521,0.220501597892658,0.30540671366571,0.234011682693673,0.240866604228161
"2145",64,1993,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,1.947,0.245333101474205,0.220501597892658,0.30540671366571,0.234011682693673,0.240866604228161,0.250803768394507
"2146",64,1994,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,1.767,0.205658875807521,0.30540671366571,0.234011682693673,0.240866604228161,0.250803768394507,0.245333101474205
"2147",64,1995,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,1.841,0.262806949265517,0.234011682693673,0.240866604228161,0.250803768394507,0.245333101474205,0.205658875807521
"2148",64,1996,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,1.176,0.193612237289999,0.240866604228161,0.250803768394507,0.245333101474205,0.205658875807521,0.262806949265517
"2149",64,1997,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,1.101,0.250759960238679,0.250803768394507,0.245333101474205,0.205658875807521,0.262806949265517,0.193612237289999
"2150",64,1998,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.568,0.200597622329124,0.245333101474205,0.205658875807521,0.262806949265517,0.193612237289999,0.250759960238679
"2151",64,1999,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.684,0.300366895822846,0.205658875807521,0.262806949265517,0.193612237289999,0.250759960238679,0.200597622329124
"2152",64,2000,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.319,0.299407636135837,0.262806949265517,0.193612237289999,0.250759960238679,0.200597622329124,0.300366895822846
"2153",64,2001,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.256,0.160307987065295,0.193612237289999,0.250759960238679,0.200597622329124,0.300366895822846,0.299407636135837
"2154",64,2002,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.593,0.231238286673595,0.250759960238679,0.200597622329124,0.300366895822846,0.299407636135837,0.160307987065295
"2155",64,2003,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.705,0.144637386066916,0.200597622329124,0.300366895822846,0.299407636135837,0.160307987065295,0.231238286673595
"2156",64,2004,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.113,0.284152853597639,0.300366895822846,0.299407636135837,0.160307987065295,0.231238286673595,0.144637386066916
"2157",64,2005,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.053,0.155634219225253,0.299407636135837,0.160307987065295,0.231238286673595,0.144637386066916,0.284152853597639
"2158",64,2006,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.284,0.211603499896779,0.160307987065295,0.231238286673595,0.144637386066916,0.284152853597639,0.155634219225253
"2159",64,2007,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.135,0.342678216048871,0.231238286673595,0.144637386066916,0.284152853597639,0.155634219225253,0.211603499896779
"2160",64,2008,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.101,0.321375309566298,0.144637386066916,0.284152853597639,0.155634219225253,0.211603499896779,0.342678216048871
"2161",64,2009,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.677,0.311285713694678,0.284152853597639,0.155634219225253,0.211603499896779,0.342678216048871,0.321375309566298
"2162",64,2010,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.903,0.185767989872057,0.155634219225253,0.211603499896779,0.342678216048871,0.321375309566298,0.311285713694678
"2163",64,2011,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.468,0.243191164994415,0.211603499896779,0.342678216048871,0.321375309566298,0.311285713694678,0.185767989872057
"2164",64,2012,"Western Gulf of Alaska","Pacific cod",53.192,-166.855,0.628,0.456015764598974,0.342678216048871,0.321375309566298,0.311285713694678,0.185767989872057,0.243191164994415
"2167",65,1990,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,1.212,0.249179446795224,0.283670863242304,0.252927167703695,0.208690318265188,0.234296288231837,0.326770770064258
"2168",65,1991,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.645,0.267693543137206,0.252927167703695,0.208690318265188,0.234296288231837,0.326770770064258,0.249179446795224
"2169",65,1992,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,2.661,0.283670863242304,0.208690318265188,0.234296288231837,0.326770770064258,0.249179446795224,0.267693543137206
"2170",65,1993,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,1.947,0.252927167703695,0.234296288231837,0.326770770064258,0.249179446795224,0.267693543137206,0.283670863242304
"2171",65,1994,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,1.767,0.208690318265188,0.326770770064258,0.249179446795224,0.267693543137206,0.283670863242304,0.252927167703695
"2172",65,1995,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,1.841,0.304172799492083,0.249179446795224,0.267693543137206,0.283670863242304,0.252927167703695,0.208690318265188
"2173",65,1996,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,1.176,0.212106524532698,0.267693543137206,0.283670863242304,0.252927167703695,0.208690318265188,0.304172799492083
"2174",65,1997,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,1.101,0.302430194209625,0.283670863242304,0.252927167703695,0.208690318265188,0.304172799492083,0.212106524532698
"2175",65,1998,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.568,0.221612132057983,0.252927167703695,0.208690318265188,0.304172799492083,0.212106524532698,0.302430194209625
"2176",65,1999,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.684,0.313741212418094,0.208690318265188,0.304172799492083,0.212106524532698,0.302430194209625,0.221612132057983
"2177",65,2000,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.319,0.320217713334123,0.304172799492083,0.212106524532698,0.302430194209625,0.221612132057983,0.313741212418094
"2178",65,2001,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.256,0.182467188383093,0.212106524532698,0.302430194209625,0.221612132057983,0.313741212418094,0.320217713334123
"2179",65,2002,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.593,0.23736657887781,0.302430194209625,0.221612132057983,0.313741212418094,0.320217713334123,0.182467188383093
"2180",65,2003,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.705,0.161111280927107,0.221612132057983,0.313741212418094,0.320217713334123,0.182467188383093,0.23736657887781
"2181",65,2004,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.113,0.28222701662339,0.313741212418094,0.320217713334123,0.182467188383093,0.23736657887781,0.161111280927107
"2182",65,2005,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.053,0.153330125527421,0.320217713334123,0.182467188383093,0.23736657887781,0.161111280927107,0.28222701662339
"2183",65,2006,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.284,0.21997720203906,0.182467188383093,0.23736657887781,0.161111280927107,0.28222701662339,0.153330125527421
"2184",65,2007,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.135,0.380327159477433,0.23736657887781,0.161111280927107,0.28222701662339,0.153330125527421,0.21997720203906
"2185",65,2008,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.101,0.357442826357928,0.161111280927107,0.28222701662339,0.153330125527421,0.21997720203906,0.380327159477433
"2186",65,2009,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.677,0.347266482551487,0.28222701662339,0.153330125527421,0.21997720203906,0.380327159477433,0.357442826357928
"2187",65,2010,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.903,0.236154849362491,0.153330125527421,0.21997720203906,0.380327159477433,0.357442826357928,0.347266482551487
"2188",65,2011,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.468,0.254206839915223,0.21997720203906,0.380327159477433,0.357442826357928,0.347266482551487,0.236154849362491
"2189",65,2012,"Western Gulf of Alaska","Pacific cod",53.583,-165.685,0.628,0.478664751229187,0.380327159477433,0.357442826357928,0.347266482551487,0.236154849362491,0.254206839915223
"2192",66,1990,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,1.212,0.266412581439588,0.274533985411483,0.274224232196189,0.223108028868907,0.2342279456484,0.326123636305065
"2193",66,1991,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.645,0.271955195066844,0.274224232196189,0.223108028868907,0.2342279456484,0.326123636305065,0.266412581439588
"2194",66,1992,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,2.661,0.274533985411483,0.223108028868907,0.2342279456484,0.326123636305065,0.266412581439588,0.271955195066844
"2195",66,1993,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,1.947,0.274224232196189,0.2342279456484,0.326123636305065,0.266412581439588,0.271955195066844,0.274533985411483
"2196",66,1994,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,1.767,0.223108028868907,0.326123636305065,0.266412581439588,0.271955195066844,0.274533985411483,0.274224232196189
"2197",66,1995,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,1.841,0.309846568010769,0.266412581439588,0.271955195066844,0.274533985411483,0.274224232196189,0.223108028868907
"2198",66,1996,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,1.176,0.212096669006254,0.271955195066844,0.274533985411483,0.274224232196189,0.223108028868907,0.309846568010769
"2199",66,1997,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,1.101,0.306415836888998,0.274533985411483,0.274224232196189,0.223108028868907,0.309846568010769,0.212096669006254
"2200",66,1998,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.568,0.22287618641418,0.274224232196189,0.223108028868907,0.309846568010769,0.212096669006254,0.306415836888998
"2201",66,1999,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.684,0.342553276444491,0.223108028868907,0.309846568010769,0.212096669006254,0.306415836888998,0.22287618641418
"2202",66,2000,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.319,0.308899368672727,0.309846568010769,0.212096669006254,0.306415836888998,0.22287618641418,0.342553276444491
"2203",66,2001,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.256,0.195277472711785,0.212096669006254,0.306415836888998,0.22287618641418,0.342553276444491,0.308899368672727
"2204",66,2002,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.593,0.238999985072781,0.306415836888998,0.22287618641418,0.342553276444491,0.308899368672727,0.195277472711785
"2205",66,2003,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.705,0.16658938033489,0.22287618641418,0.342553276444491,0.308899368672727,0.195277472711785,0.238999985072781
"2206",66,2004,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.113,0.300090334591066,0.342553276444491,0.308899368672727,0.195277472711785,0.238999985072781,0.16658938033489
"2207",66,2005,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.053,0.168982647644883,0.308899368672727,0.195277472711785,0.238999985072781,0.16658938033489,0.300090334591066
"2208",66,2006,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.284,0.236690267577277,0.195277472711785,0.238999985072781,0.16658938033489,0.300090334591066,0.168982647644883
"2209",66,2007,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.135,0.368570815164493,0.238999985072781,0.16658938033489,0.300090334591066,0.168982647644883,0.236690267577277
"2210",66,2008,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.101,0.3458354078242,0.16658938033489,0.300090334591066,0.168982647644883,0.236690267577277,0.368570815164493
"2211",66,2009,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.677,0.338374435578152,0.300090334591066,0.168982647644883,0.236690267577277,0.368570815164493,0.3458354078242
"2212",66,2010,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.903,0.222896933162404,0.168982647644883,0.236690267577277,0.368570815164493,0.3458354078242,0.338374435578152
"2213",66,2011,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.468,0.262640830484384,0.236690267577277,0.368570815164493,0.3458354078242,0.338374435578152,0.222896933162404
"2214",66,2012,"Western Gulf of Alaska","Pacific cod",53.737,-164.468,0.628,0.472338453611705,0.368570815164493,0.3458354078242,0.338374435578152,0.222896933162404,0.262640830484384
"2217",67,1990,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,1.212,0.275405163340643,0.268403473170552,0.268395881511562,0.244651275359439,0.234754022778865,0.353160993597542
"2218",67,1991,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.645,0.273309615994723,0.268395881511562,0.244651275359439,0.234754022778865,0.353160993597542,0.275405163340643
"2219",67,1992,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,2.661,0.268403473170552,0.244651275359439,0.234754022778865,0.353160993597542,0.275405163340643,0.273309615994723
"2220",67,1993,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,1.947,0.268395881511562,0.234754022778865,0.353160993597542,0.275405163340643,0.273309615994723,0.268403473170552
"2221",67,1994,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,1.767,0.244651275359439,0.353160993597542,0.275405163340643,0.273309615994723,0.268403473170552,0.268395881511562
"2222",67,1995,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,1.841,0.338932472339103,0.275405163340643,0.273309615994723,0.268403473170552,0.268395881511562,0.244651275359439
"2223",67,1996,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,1.176,0.23793888151194,0.273309615994723,0.268403473170552,0.268395881511562,0.244651275359439,0.338932472339103
"2224",67,1997,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,1.101,0.33142140865314,0.268403473170552,0.268395881511562,0.244651275359439,0.338932472339103,0.23793888151194
"2225",67,1998,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.568,0.215867755769362,0.268395881511562,0.244651275359439,0.338932472339103,0.23793888151194,0.33142140865314
"2226",67,1999,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.684,0.356128273408427,0.244651275359439,0.338932472339103,0.23793888151194,0.33142140865314,0.215867755769362
"2227",67,2000,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.319,0.325293508193193,0.338932472339103,0.23793888151194,0.33142140865314,0.215867755769362,0.356128273408427
"2228",67,2001,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.256,0.204276447312394,0.23793888151194,0.33142140865314,0.215867755769362,0.356128273408427,0.325293508193193
"2229",67,2002,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.593,0.246067230214947,0.33142140865314,0.215867755769362,0.356128273408427,0.325293508193193,0.204276447312394
"2230",67,2003,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.705,0.161715850846382,0.215867755769362,0.356128273408427,0.325293508193193,0.204276447312394,0.246067230214947
"2231",67,2004,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.113,0.312013661255892,0.356128273408427,0.325293508193193,0.204276447312394,0.246067230214947,0.161715850846382
"2232",67,2005,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.053,0.173514855252628,0.325293508193193,0.204276447312394,0.246067230214947,0.161715850846382,0.312013661255892
"2233",67,2006,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.284,0.276713897277228,0.204276447312394,0.246067230214947,0.161715850846382,0.312013661255892,0.173514855252628
"2234",67,2007,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.135,0.388912947859255,0.246067230214947,0.161715850846382,0.312013661255892,0.173514855252628,0.276713897277228
"2235",67,2008,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.101,0.381335867160764,0.161715850846382,0.312013661255892,0.173514855252628,0.276713897277228,0.388912947859255
"2236",67,2009,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.677,0.386981365113708,0.312013661255892,0.173514855252628,0.276713897277228,0.388912947859255,0.381335867160764
"2237",67,2010,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.903,0.217372522901215,0.173514855252628,0.276713897277228,0.388912947859255,0.381335867160764,0.386981365113708
"2238",67,2011,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.468,0.273579974789222,0.276713897277228,0.388912947859255,0.381335867160764,0.386981365113708,0.217372522901215
"2239",67,2012,"Western Gulf of Alaska","Pacific cod",53.97,-163.263,0.628,0.487051052710027,0.388912947859255,0.381335867160764,0.386981365113708,0.217372522901215,0.273579974789222
"2242",68,1990,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,1.212,0.270151383011359,0.264100744356721,0.263807595679781,0.249390166489658,0.215203585510275,0.343506782755666
"2243",68,1991,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,0.645,0.272107028923695,0.263807595679781,0.249390166489658,0.215203585510275,0.343506782755666,0.270151383011359
"2244",68,1992,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,2.661,0.264100744356721,0.249390166489658,0.215203585510275,0.343506782755666,0.270151383011359,0.272107028923695
"2245",68,1993,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,1.947,0.263807595679781,0.215203585510275,0.343506782755666,0.270151383011359,0.272107028923695,0.264100744356721
"2246",68,1994,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,1.767,0.249390166489658,0.343506782755666,0.270151383011359,0.272107028923695,0.264100744356721,0.263807595679781
"2247",68,1995,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,1.841,0.27324145633014,0.270151383011359,0.272107028923695,0.264100744356721,0.263807595679781,0.249390166489658
"2248",68,1996,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,1.176,0.218968327832426,0.272107028923695,0.264100744356721,0.263807595679781,0.249390166489658,0.27324145633014
"2249",68,1997,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,1.101,0.301651030122747,0.264100744356721,0.263807595679781,0.249390166489658,0.27324145633014,0.218968327832426
"2250",68,1998,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,0.568,0.213724642875902,0.263807595679781,0.249390166489658,0.27324145633014,0.218968327832426,0.301651030122747
"2251",68,1999,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,0.684,0.345369681362352,0.249390166489658,0.27324145633014,0.218968327832426,0.301651030122747,0.213724642875902
"2252",68,2000,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,0.319,0.290584230588739,0.27324145633014,0.218968327832426,0.301651030122747,0.213724642875902,0.345369681362352
"2253",68,2001,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,0.256,0.191483061310743,0.218968327832426,0.301651030122747,0.213724642875902,0.345369681362352,0.290584230588739
"2254",68,2002,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,0.593,0.238375143332448,0.301651030122747,0.213724642875902,0.345369681362352,0.290584230588739,0.191483061310743
"2255",68,2003,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,0.705,0.157567178460904,0.213724642875902,0.345369681362352,0.290584230588739,0.191483061310743,0.238375143332448
"2256",68,2004,"Western Gulf of Alaska","Pacific cod",54.133,-161.637,0.113,0.303478011812837,0.345369681362352,0.290584230588739,0.191483061310743,0.238375143332448,0.157567178460904
